,km_driven,selling_price,Age,Luxury_Segment,Fuel_Used_Gas,Fuel_Used_Petrol,Ownership_2nd Owner,Ownership_3rd Owner,Ownership_4th Owner,Transimission_Type_Manual
1139,277250,1504999,6,0,0,0,0,0,0,1
1140,73966,475499,6,0,0,1,0,0,0,0
1141,58464,899099,4,0,0,0,0,0,0,0
1142,85464,652899,6,0,0,0,1,0,0,1
1143,68194,528599,3,0,0,1,1,0,0,1
1144,120225,445299,9,0,0,0,0,0,0,1
1145,51079,464899,7,0,0,1,1,0,0,1
1146,162740,432499,9,0,0,0,0,0,0,1
1147,38695,562399,5,0,0,1,0,0,0,1
1148,45838,294699,6,0,0,1,0,0,0,1
1149,78914,362999,10,0,0,1,0,0,0,1
1150,30007,560499,6,0,0,1,1,0,0,1
1151,38084,637099,2,0,0,1,0,0,0,1
1152,42875,291599,8,0,0,1,1,0,0,1
1153,16361,579499,4,0,0,1,0,0,0,1
1154,57811,248099,8,0,0,1,0,0,0,1
1155,39895,274799,7,0,0,1,0,0,0,1
1156,10977,920499,2,0,0,1,0,0,0,1
1157,40077,292299,7,0,0,1,0,0,0,1
1158,68166,436499,9,0,0,0,0,0,0,1
1159,16179,446799,6,0,0,1,1,0,0,1
1160,42423,269399,7,0,0,1,1,0,0,1
1161,130482,372999,7,0,0,1,0,0,0,0
1162,75080,605699,8,0,0,0,0,0,0,1
1163,62059,491599,6,0,0,1,0,1,0,1
1164,85486,704699,6,0,0,0,0,0,0,1
1165,76710,440599,5,0,0,1,0,0,0,1
1166,51433,598499,6,0,0,1,0,0,0,0
1167,8950,1828499,2,1,0,1,0,0,0,0
1168,22713,774699,3,0,0,1,0,0,0,1
1169,29895,708999,4,0,0,1,0,0,0,1
1170,51034,864299,5,0,0,1,0,0,0,1
1171,58054,505399,7,0,0,1,0,1,0,1
1172,12926,1035799,3,0,0,1,0,0,0,1
1173,80042,545499,7,0,0,1,0,1,0,1
1174,52121,1415399,4,1,0,0,0,0,0,1
1175,38791,311499,7,0,0,1,0,0,0,1
1176,36723,308199,5,0,0,1,1,0,0,1
1177,8486,565099,2,0,0,1,0,0,0,1
1178,47438,271499,7,0,0,1,1,0,0,1
1179,37837,610499,5,0,0,1,0,0,0,1
1180,30457,389899,8,0,0,1,0,0,0,1
1181,9142,367499,4,0,0,1,0,0,0,1
1182,86672,755199,6,0,0,0,0,0,0,1
1183,41068,580699,6,0,0,1,0,0,0,1
1184,25303,601399,5,0,0,1,0,0,0,1
1185,41835,424599,7,0,0,1,0,0,0,1
1186,51654,671099,5,0,0,0,0,0,0,0
1187,18527,2314599,3,0,0,0,0,0,0,0
1188,32683,1118899,4,0,0,0,1,0,0,1
1189,40578,691499,3,0,0,1,0,0,0,1
1190,13792,686299,4,0,0,1,0,0,0,1
1191,20718,363099,6,0,0,1,1,0,0,1
1192,11255,701399,3,0,0,1,0,0,0,1
1193,47742,1569399,4,1,0,1,0,0,0,0
1194,38720,300099,3,0,0,1,0,0,0,1
1195,65341,446199,8,0,0,1,1,0,0,1
1196,20302,619299,3,0,0,1,0,0,0,1
1197,31348,396299,8,0,0,1,0,0,0,1
1198,60475,692299,2,0,0,1,0,0,0,0
1199,64481,665699,6,0,0,1,0,1,0,1
1200,18811,418799,4,0,0,1,0,0,0,1
1201,17535,598299,3,0,0,1,1,0,0,0
1202,72412,325499,4,0,0,1,0,0,0,1
1203,43472,621699,5,0,0,1,0,0,0,1
1204,88557,446499,7,0,0,1,1,0,0,1
1205,22941,606599,5,0,0,1,0,0,0,0
1206,20453,830399,4,0,0,1,0,0,0,1
1207,31841,466099,6,0,0,1,0,0,0,1
1208,84200,827699,5,0,0,0,0,0,0,1
1209,23666,308799,6,0,0,1,1,0,0,1
1210,3105,542799,3,0,0,1,0,0,0,1
1211,56043,610499,5,0,0,1,0,0,0,1
1212,22677,357899,5,0,0,1,0,0,0,1
1213,23281,1182299,2,0,0,1,0,0,0,1
1214,65905,723799,4,0,0,1,0,0,0,0
1215,43715,749699,5,0,0,0,1,0,0,1
1216,31355,349799,5,0,0,1,0,0,0,1
1217,19359,548699,4,0,0,1,0,0,0,1
1218,88268,479699,5,0,0,1,0,0,0,0
1219,78053,579299,5,0,0,1,1,0,0,0
1220,37180,409899,7,0,0,1,1,0,0,0
1221,35038,310299,8,0,0,1,0,0,0,1
1222,5310,461199,3,0,0,1,1,0,0,1
1223,41445,653199,5,0,0,1,0,0,0,1
1224,41221,653199,5,0,0,1,1,0,0,1
1225,729,444399,1,0,0,1,0,0,0,1
1226,17375,636899,5,0,0,1,0,0,0,1
1227,21908,489599,3,0,0,1,0,0,0,1
1228,17625,557399,4,0,0,1,0,0,0,1
1229,36814,355599,5,0,0,1,0,0,0,1
1230,53338,654899,6,0,0,1,0,0,0,1
1231,24939,1879599,2,1,0,1,0,0,0,0
1232,27426,910199,4,0,0,1,0,0,0,0
1233,57825,518499,7,0,0,1,0,0,0,0
1234,35336,534299,3,0,0,1,0,0,0,1
1235,41940,307999,5,0,0,1,0,0,0,1
1236,152097,561699,7,0,0,0,0,0,0,1
1237,67891,819599,4,0,0,1,0,0,0,1
1238,37774,590799,4,0,0,1,0,0,0,1
1239,114386,335699,8,0,0,1,0,0,0,1
1240,69280,339599,9,0,0,1,0,0,0,1
1241,58657,632799,4,0,0,1,0,0,0,1
1242,22046,522199,4,0,0,1,0,0,0,1
1243,23386,430399,5,0,0,1,1,0,0,0
1244,50588,604599,6,0,0,1,0,0,0,1
1245,22833,313399,5,0,0,1,0,0,0,0
1246,33939,555699,4,0,0,1,0,0,0,0
1247,43585,401199,7,0,0,1,0,0,0,1
1248,21397,476199,2,0,0,1,0,0,0,1
1249,12367,471199,4,0,0,1,0,0,0,1
1250,61339,331899,5,0,0,1,0,0,0,1
1251,51353,584299,5,0,0,1,1,0,0,1
1252,93189,679899,6,0,0,1,0,0,0,1
1253,13835,363599,3,0,0,1,1,0,0,1
1254,44664,620599,5,0,0,1,0,0,0,1
1255,63433,669099,4,0,0,1,0,0,0,1
1256,11586,471199,4,0,0,1,0,0,0,1
1257,53180,571299,5,0,0,1,0,0,0,0
1258,29098,669099,4,0,0,1,0,0,0,1
1259,64365,321299,5,0,0,1,0,0,0,1
1260,10757,493899,3,0,0,1,0,0,0,1
1261,61189,540299,3,0,0,1,0,0,0,1
1262,40950,550399,5,0,0,1,0,0,0,1
1263,78170,587399,6,0,0,1,0,0,0,1
1264,20474,467399,4,0,0,1,0,0,0,1
1265,60285,539599,7,0,0,1,0,1,0,1
1266,43737,407299,3,0,0,1,0,0,0,1
1267,40646,453999,3,0,0,1,0,0,0,1
1268,72429,755299,4,0,0,1,0,0,0,1
1269,49741,484799,5,0,0,1,0,0,0,1
1270,75992,536999,5,0,0,1,0,0,0,1
1271,75909,663099,5,0,0,1,0,0,0,1
1272,30353,477299,5,0,0,1,0,0,0,0
1273,54919,642799,5,0,0,1,1,0,0,1
1274,50453,550699,4,0,0,1,0,0,0,1
1275,33612,361799,5,0,0,1,0,0,0,1
1276,40677,476999,5,0,0,1,0,0,0,1
1277,93724,529799,5,0,0,1,0,0,0,0
1278,50284,411599,4,0,0,1,0,0,0,0
1279,54014,325199,5,0,0,1,0,0,0,1
1280,40902,463399,5,0,0,1,0,0,0,1
1281,61912,500299,4,0,0,1,0,0,0,0
1282,35182,341699,4,0,0,1,1,0,0,1
1283,27060,430499,1,0,0,1,0,0,0,1
1284,37131,341699,4,0,0,1,0,0,0,1
1285,5916,544299,3,0,0,1,1,0,0,0
1286,4017,605099,2,0,0,1,0,0,0,1
1287,26327,507799,4,0,0,1,1,0,0,1
1288,13690,1923499,2,0,0,0,0,0,0,0
1289,65043,1027899,4,1,0,0,0,0,0,0
1290,6802,798999,2,0,0,1,0,0,0,0
1291,33387,400899,7,0,0,1,0,0,0,1
1292,21935,496199,4,0,0,1,1,0,0,1
1293,14545,598399,4,0,0,1,1,0,0,1
1294,74055,387999,10,0,0,1,0,0,0,1
1295,9969,522699,7,0,0,1,0,0,0,1
1296,60094,378599,6,0,0,1,0,0,0,1
1297,16515,664699,1,0,0,1,1,0,0,1
1298,160727,364899,10,0,0,1,1,0,0,1
1299,45631,448799,6,0,0,1,1,0,0,1
1300,74813,633599,6,0,0,0,1,0,0,0
1301,9704,535999,3,0,0,1,1,0,0,1
1302,28929,423799,8,0,0,1,0,0,0,1
1303,2353,843099,3,0,0,1,0,0,0,1
1304,37642,582599,4,0,0,1,0,0,0,0
1305,5762,732899,2,0,0,1,0,0,0,1
1306,16921,647999,5,0,0,1,1,0,0,1
1307,85996,395599,9,0,0,0,1,0,0,1
1308,16735,504299,5,0,0,1,1,0,0,1
1309,74695,416699,9,0,0,1,1,0,0,1
1310,31836,427099,3,0,0,1,0,0,0,1
1311,74921,485899,5,0,0,0,1,0,0,1
1312,23852,984399,3,0,0,1,1,0,0,0
1313,52480,355999,8,0,0,1,0,1,0,1
1314,5842,542799,3,0,0,1,0,0,0,1
1315,15270,534999,2,0,0,1,1,0,0,1
1316,35559,403399,7,0,0,1,1,0,0,1
1317,62316,337499,9,0,0,1,0,0,0,1
1318,50230,349099,8,0,0,1,1,0,0,1
1319,23894,583499,4,0,0,1,0,0,0,0
1320,49574,355999,8,0,0,1,0,0,0,1
1321,72187,625699,8,0,0,1,1,0,0,1
1322,20271,440999,3,0,0,1,0,0,0,1
1323,24009,496299,4,0,0,1,0,0,0,1
1324,22961,541599,4,0,0,1,1,0,0,1
1325,29826,611799,3,0,0,1,0,0,0,1
1326,159858,375599,10,0,0,0,0,0,0,1
1327,21592,543299,3,0,0,1,0,0,0,1
1328,47174,2101599,6,1,0,0,1,0,0,1
1329,73415,285599,11,0,0,1,1,0,0,1
1330,24722,518299,3,0,0,1,0,0,0,1
1331,17390,870299,2,0,0,1,0,0,0,1
1332,17296,1217999,2,0,0,1,0,0,0,0
1333,94602,901799,3,0,0,0,0,0,0,1
1334,14736,1772499,3,1,0,0,0,0,0,1
1335,18472,289499,6,0,0,1,1,0,0,1
1336,61004,814899,4,0,0,0,0,0,0,1
1337,18908,587399,5,0,0,1,0,0,0,1
1338,16676,938399,4,0,0,1,0,0,0,1
1339,61052,635599,3,0,0,1,0,0,0,0
1340,37093,476899,8,0,0,1,1,0,0,1
1341,39249,555799,5,0,0,1,0,0,0,1
1342,48333,481999,8,0,0,1,0,0,0,1
1343,22851,262799,7,0,0,1,0,1,0,1
1344,18688,1024399,2,0,0,1,1,0,0,0
1345,14924,684799,3,0,0,1,0,1,0,1
1346,24921,464399,4,0,0,1,0,0,0,0
1347,63258,432299,8,0,0,1,1,0,0,1
1348,16706,469499,4,0,0,1,0,0,0,0
1349,24777,1472599,5,1,0,0,0,0,0,1
1350,33051,593799,5,0,0,1,0,0,0,1
1351,62241,788999,6,0,0,0,0,0,0,1
1352,25951,535799,3,0,0,1,0,0,0,0
1353,11673,751899,3,0,0,1,0,0,0,1
1354,45262,264699,8,0,0,1,1,0,0,1
1355,50534,403399,9,0,0,1,1,0,0,1
1356,47412,546499,4,0,0,1,1,0,0,1
1357,59425,563299,5,0,0,1,0,0,0,1
1358,26289,589499,5,0,0,1,0,0,0,1
1359,47589,427099,6,0,0,1,1,0,0,0
1360,82815,464799,8,0,0,1,0,0,0,1
1361,44322,713999,4,0,0,1,0,0,0,0
1362,60612,527799,5,0,0,1,0,0,0,1
1363,40462,250799,8,0,0,1,0,1,0,1
1364,38593,396899,5,0,0,1,0,0,0,0
1365,26560,676599,3,0,0,1,0,0,0,1
1366,54656,658399,6,0,0,1,0,1,0,1
1367,41300,562399,5,0,0,1,0,0,0,1
1368,11190,736399,3,0,0,1,0,0,0,1
1369,114177,680799,4,0,0,0,0,0,0,0
1370,26238,470799,4,0,0,1,1,0,0,1
1371,29112,544099,4,0,0,1,0,0,0,1
1372,64491,508799,7,0,0,1,0,0,0,1
1373,40816,410299,6,0,0,1,0,0,0,1
1374,42648,417299,8,0,0,1,1,0,0,0
1375,6129,598299,3,0,0,1,0,0,0,0
1376,26340,507499,5,0,0,1,1,0,0,1
1377,54988,271799,8,0,0,1,0,0,0,1
1378,18214,783599,3,0,0,1,0,0,0,1
1379,124182,832199,5,0,0,0,1,0,0,0
1380,30424,956899,5,0,0,1,0,0,0,1
1381,154154,410199,9,0,0,1,0,0,0,1
1382,36282,570899,6,0,0,1,0,0,0,1
1383,69205,538599,4,0,0,1,1,0,0,1
1384,75081,290499,6,0,0,1,0,0,0,1
1385,7472,1657999,1,1,0,1,0,0,0,1
1386,30817,553399,5,0,0,1,0,0,0,0
1387,24508,453399,7,0,0,1,1,0,0,1
1388,46581,1705799,3,0,0,0,0,0,0,1
1389,57135,275799,8,0,0,1,0,0,0,1
1390,35739,1430399,4,1,0,0,0,0,0,1
1391,82670,554299,5,0,0,1,0,0,0,1
1392,29317,660099,6,0,0,1,0,0,0,1
1393,51795,501699,5,0,0,1,0,0,0,0
1394,52636,321499,9,0,0,1,1,0,0,1
1395,37619,813699,3,0,0,1,1,0,0,0
1396,79905,572399,7,0,0,1,1,0,0,0
1397,16877,535799,3,0,0,1,0,0,0,0
1398,15202,745499,4,0,0,1,0,0,0,1
1399,18440,286899,6,0,0,1,1,0,0,1
1400,54626,598299,6,0,0,1,0,0,0,1
1401,18666,305399,7,0,0,1,0,0,0,1
1402,51612,544099,4,0,0,1,0,0,0,1
1403,3927,476199,2,0,0,1,0,0,0,1
1404,17926,493499,4,0,0,1,1,0,0,1
1405,64270,974499,3,0,0,1,0,0,0,1
1406,18502,533599,4,0,0,1,0,0,0,0
1407,22230,395299,4,0,0,1,0,0,0,1
1408,21215,725999,3,0,0,1,0,0,0,1
1409,57544,480599,7,0,0,1,1,0,0,1
1410,39755,269199,6,0,0,1,0,0,0,1
1411,26779,335799,6,0,0,1,0,0,0,1
1412,48292,689299,4,0,0,0,0,0,0,1
1413,42487,387499,4,0,0,1,0,0,0,1
1414,39597,506199,7,0,0,1,1,0,0,1
1415,50245,522399,6,0,0,1,1,0,0,1
1416,85996,674499,6,0,0,0,0,0,0,1
1417,48273,285899,8,0,0,1,0,0,0,1
1418,53917,304899,6,0,0,1,1,0,0,1
1419,19635,536299,3,0,0,1,0,0,0,0
1420,22693,555399,4,0,0,1,0,0,0,1
1421,95940,269099,6,0,0,1,0,0,0,1
1422,34649,1854599,3,0,0,0,0,0,0,1
1423,17714,655099,6,0,0,1,0,0,0,1
1424,6494,673099,4,0,0,1,0,0,0,1
1425,81582,613499,6,0,0,0,1,0,0,1
1426,9004,591899,3,0,0,1,0,0,0,0
1427,36654,1573699,4,1,0,1,0,0,0,0
1428,57701,683899,4,0,0,1,0,0,0,1
1429,67121,487599,7,0,0,1,0,0,0,1
1430,33105,651499,4,0,0,1,1,0,0,1
1431,49887,530999,3,0,0,1,0,0,0,1
1432,101947,588099,6,0,0,0,0,0,0,1
1433,23369,638899,5,0,0,1,0,0,0,1
1434,2238,538499,1,0,0,1,0,0,0,0
1435,28827,719099,3,0,0,1,0,0,0,1
1436,66192,808099,5,0,0,1,0,0,0,1
1437,10678,419799,6,0,0,1,0,0,0,1
1438,41523,650499,3,0,0,1,0,0,0,1
1439,39984,317599,6,0,0,1,0,0,0,1
1440,9926,570799,4,0,0,1,0,0,0,0
1441,27458,357899,6,0,0,1,0,0,0,1
1442,90866,551999,8,0,0,0,0,0,0,1
1443,22511,830399,4,0,0,1,0,0,0,1
1444,14765,584999,3,0,0,1,0,0,0,0
1445,35163,365999,4,0,0,1,0,0,0,1
1446,21076,1165199,4,0,0,0,0,0,0,1
1447,42236,316399,6,0,0,1,0,0,0,1
1448,17350,575099,3,0,0,1,0,0,0,1
1449,40304,424599,7,0,0,1,0,0,0,1
1450,60370,604099,5,0,0,1,0,0,0,1
1451,30139,302299,7,0,0,1,1,0,0,1
1452,55196,643899,3,0,0,1,0,0,0,1
1453,13644,648799,5,0,0,1,1,0,0,1
1454,24403,605099,5,0,0,1,1,0,0,0
1455,75640,841499,5,0,0,1,0,0,0,1
1456,72327,593499,5,0,0,1,0,0,0,1
1457,70577,464199,7,0,0,0,0,0,0,1
1458,61172,850499,4,0,0,0,0,0,0,1
1459,39961,488499,7,0,0,1,1,0,0,1
1460,20048,324599,4,0,0,1,0,0,0,1
1461,31624,352799,6,0,0,1,0,0,0,1
1462,69381,310099,5,0,0,1,0,0,0,1
1463,7734,490799,2,0,0,1,0,0,0,1
1464,23246,414299,3,0,0,1,0,0,0,1
1465,84541,477699,8,0,0,1,1,0,0,1
1466,7135,453199,3,0,0,1,0,0,0,1
1467,46572,229599,9,0,0,1,0,0,0,1
1468,12080,367499,4,0,0,1,1,0,0,1
1469,22539,313899,5,0,0,1,1,0,0,1
1470,20582,511799,6,0,0,1,1,0,0,1
1471,17855,308799,6,0,0,1,0,0,0,1
1472,17442,455699,6,0,0,1,0,0,0,1
1473,6122,944699,1,0,0,1,0,0,0,1
1474,32805,498799,6,0,0,1,1,0,0,1
1475,54549,848099,5,0,0,0,0,0,0,1
1476,14894,404399,6,0,0,1,0,0,0,0
1477,51886,295099,7,0,0,1,1,0,0,1
1478,14541,614999,5,0,0,1,0,0,0,1
1479,48553,562199,4,0,0,1,0,0,0,1
1480,45003,818099,4,0,0,0,1,0,0,1
1481,59949,562399,5,0,0,1,0,0,0,1
1482,63684,638699,6,0,0,1,0,0,0,1
1483,13138,464999,6,0,0,1,0,0,0,1
1484,43474,606299,5,0,0,1,0,0,0,1
1485,76944,910599,4,0,0,0,0,0,0,1
1486,58146,308999,7,0,0,1,0,0,0,1
1487,53536,677799,5,0,0,1,0,1,0,1
1488,30221,617399,4,0,0,1,0,0,0,1
1489,34411,401799,4,0,0,1,0,0,0,1
1490,15288,499499,5,0,0,1,0,0,0,1
1491,45416,310999,6,0,0,1,0,0,0,1
1492,26707,526199,6,0,0,1,0,0,0,1
1493,18899,441399,3,0,0,1,0,0,0,1
1494,5141,495799,1,0,0,1,0,0,0,1
1495,43472,323999,7,0,0,1,0,0,0,1
1496,83440,444299,6,0,0,1,0,0,0,1
1497,18890,428799,6,0,0,1,1,0,0,0
1498,93752,628399,5,0,0,0,0,0,0,0
1499,81508,758399,5,0,0,1,0,0,0,1
1500,35436,519499,6,0,0,1,0,0,0,1
1501,24362,402599,5,0,0,1,0,0,0,1
1502,69157,535099,8,0,0,1,1,0,0,1
1503,16717,370099,4,0,0,1,0,0,0,1
1504,22208,562399,5,0,0,1,0,0,0,1
1505,68061,296899,5,0,0,1,0,0,0,1
1506,31953,784899,3,0,0,1,0,0,0,1
1507,22036,464399,6,0,0,1,0,0,0,1
1508,49956,666699,5,0,0,1,0,0,0,1
1509,19686,637799,4,0,0,1,0,0,0,1
1510,8557,476199,2,0,0,1,0,0,0,0
1511,33350,389699,6,0,0,1,0,0,0,0
1512,49027,600499,5,0,0,1,1,0,0,0
1513,30148,455799,6,0,0,1,0,0,0,1
1514,27336,424099,5,0,0,1,0,0,0,1
1515,81031,455999,7,0,0,1,0,0,0,1
1516,48859,311499,7,0,0,1,0,0,0,1
1517,46862,439399,6,0,0,1,0,0,0,1
1518,85957,555399,7,0,0,1,0,0,0,1
1519,63743,458699,6,0,0,1,0,0,0,1
1520,154229,572699,6,0,0,1,0,0,0,0
1521,27952,308799,6,0,0,1,0,0,0,1
1522,29145,449099,3,0,0,1,0,0,0,1
1523,45328,544699,3,0,0,1,0,0,0,0
1524,20529,698399,3,0,0,1,0,0,0,1
1525,48953,372599,9,0,0,1,0,0,0,1
1526,15674,450899,3,0,0,1,0,0,0,1
1527,53083,1093299,3,0,0,1,0,0,0,1
1528,60523,493399,6,0,0,1,0,0,0,1
1529,39704,573799,3,0,0,1,0,0,0,0
1530,15610,427999,3,0,0,1,0,0,0,1
1531,24039,347899,5,0,0,1,0,0,0,1
1532,117893,534799,6,0,0,1,0,0,0,1
1533,64507,439199,6,0,0,1,0,0,0,1
1534,54613,349799,5,0,0,1,1,0,0,1
1535,28636,590799,4,0,0,1,0,0,0,1
1536,33604,572599,4,0,0,1,0,0,0,0
1537,54684,364099,8,0,0,1,1,0,0,1
1538,13055,522199,2,0,0,1,1,0,0,0
1539,60516,355699,4,0,0,1,0,0,0,1
1540,40948,384499,6,0,0,1,0,0,0,0
1541,18237,548699,4,0,0,1,0,0,0,1
1542,12561,548699,4,0,0,1,1,0,0,1
1543,49494,415299,6,0,0,1,0,0,0,1
1544,33655,493899,3,0,0,1,0,0,0,1
1545,42959,438299,6,0,0,1,1,0,0,1
1546,16047,409899,5,0,0,1,0,1,0,0
1547,21285,621799,5,0,0,1,0,0,0,1
1548,77873,874399,3,0,0,1,0,0,0,0
1549,69645,523999,6,0,0,1,0,0,0,1
1550,56248,498199,6,0,0,1,1,0,0,1
1551,60307,309799,7,0,0,1,0,0,0,1
1552,79648,403599,6,0,0,1,0,0,0,1
1553,36506,561799,5,0,0,1,0,0,0,1
1554,66417,399599,7,0,0,1,0,0,0,1
1555,54644,398899,7,0,0,1,0,0,0,1
1556,17682,433399,4,0,0,1,1,0,0,1
1557,90204,413499,7,0,0,1,0,0,0,1
1558,84992,339399,9,0,0,1,1,0,0,1
1559,96040,509699,6,0,0,1,0,0,0,0
1560,59844,468099,5,0,0,1,1,0,0,1
1561,50256,518499,7,0,0,1,1,0,0,0
1562,12580,443499,3,0,0,1,0,0,0,1
1563,16691,486199,4,0,0,1,0,1,0,1
1564,13363,475099,5,0,0,1,0,0,0,1
1565,25243,494199,5,0,0,1,0,0,0,0
1566,42215,338899,5,0,0,1,0,0,0,1
1567,43071,349799,5,0,0,1,0,0,0,1
1568,26079,406199,5,0,0,1,0,0,0,1
1569,32997,538299,5,0,0,1,1,0,0,1
1570,34824,608599,5,0,0,1,1,0,0,1
1571,70238,391399,8,0,0,1,0,0,0,1
1572,39649,524899,5,0,0,1,0,0,0,0
1573,76732,359699,7,0,0,1,0,0,0,1
1574,42461,506999,5,0,0,1,0,0,0,1
1575,20642,494199,5,0,0,1,1,0,0,0
1576,96751,481499,5,0,0,1,0,0,0,1
1577,24965,701399,3,0,0,1,0,0,0,1
1578,44240,503299,5,0,0,1,1,0,0,1
1579,7493,493899,3,0,0,1,0,0,0,1
1580,81935,449599,5,0,0,1,0,0,0,1
1581,72963,448099,5,0,0,1,0,0,0,1
1582,75118,630099,6,0,0,1,0,0,0,1
1583,71126,349199,5,0,0,1,0,0,0,1
1584,54825,531699,4,0,0,1,0,0,0,1
1585,35640,559299,4,0,0,1,0,0,0,0
1586,17927,351499,5,0,0,1,1,0,0,1
1587,47412,585099,5,0,0,1,0,0,0,0
1588,51708,517099,5,0,0,1,0,0,0,1
1589,42356,422699,5,0,0,1,1,0,0,1
1590,44946,685399,5,0,0,1,0,0,0,1
1591,42116,700099,3,0,0,1,0,0,0,1
1592,21087,412299,4,0,0,1,0,0,0,1
1593,11243,503599,5,0,0,1,0,0,0,1
1594,73880,434299,5,0,0,1,0,0,0,1
1595,49848,583499,4,0,0,1,0,0,0,1
1596,19815,478299,4,0,0,1,1,0,0,0
1597,37804,702899,5,0,0,1,0,0,0,1
1598,61023,510999,5,0,0,1,0,0,0,1
1599,14636,325199,5,0,0,1,0,0,0,1
1600,80221,480099,4,0,0,1,0,0,0,0
1601,16645,325199,5,0,0,1,1,0,0,1
1602,60629,529999,5,0,0,1,1,0,0,1
1603,70250,443299,4,0,0,1,0,0,0,1
1604,31837,494099,4,0,0,1,0,0,0,0
1605,79333,360799,7,0,0,1,0,0,0,1
1606,16049,498899,4,0,0,1,0,0,0,1
1607,30695,467399,5,0,0,1,0,0,0,1
1608,14064,341699,4,0,0,1,0,0,0,1
1609,39001,482199,4,0,0,1,0,0,0,1
1610,68189,421299,5,0,0,1,0,0,0,1
1611,26649,508199,4,0,0,1,0,0,0,0
1612,69150,538699,5,0,0,1,1,0,0,1
1613,31516,433799,4,0,0,1,0,0,0,1
1614,58510,602299,5,0,0,1,0,0,0,1
1615,47785,494199,5,0,0,1,0,0,0,0
1616,22798,468099,3,0,0,1,0,0,0,1
1617,101847,547299,7,0,0,1,0,0,0,1
1618,39484,644899,4,0,0,1,0,0,0,1
1619,32316,479199,3,0,0,1,0,0,0,1
1620,75920,341699,4,0,0,1,0,0,0,1
1621,25534,469499,3,0,0,1,0,0,0,1
1622,63508,524399,4,0,0,1,0,0,0,1
1623,42378,325199,5,0,0,1,0,0,0,1
1624,38068,495099,4,0,0,1,0,0,0,1
1625,25639,341699,4,0,0,1,0,0,0,1
1626,26302,474799,2,0,0,1,0,0,0,1
1627,32470,488499,3,0,0,1,0,0,0,1
1628,25509,485399,3,0,0,1,0,0,0,1
1629,48809,513699,4,0,0,1,0,0,0,0
1630,61478,358199,3,0,0,1,0,0,0,1
1631,36384,341699,4,0,0,1,0,0,0,1
1632,27625,497099,4,0,0,1,0,0,0,1
1633,25873,493899,3,0,0,1,0,0,0,1
1634,10439,589299,3,0,0,1,0,0,0,1
1635,23854,476299,4,0,0,1,0,0,0,1
1636,6997,872999,2,0,0,1,0,0,0,0
1637,21028,544099,4,0,0,1,0,0,0,1
1638,20161,512799,4,0,0,1,0,0,0,1
1639,43419,681399,6,0,0,1,0,0,0,1
1640,11399,783699,2,1,0,1,0,0,0,1
1641,65856,396399,8,0,0,1,1,0,0,1
1642,51495,440099,7,0,0,1,0,0,0,1
1643,74862,393299,8,0,0,1,0,0,0,1
1644,46400,2019999,3,1,0,0,0,0,0,1
1645,17781,396799,6,0,0,1,0,0,0,1
1646,45765,420999,8,0,0,1,0,0,0,1
1647,76959,1239499,5,1,0,0,0,0,0,1
1648,66782,286199,11,0,0,1,1,0,0,1
1649,53102,510199,7,1,0,0,0,0,0,0
1650,37816,346399,7,0,0,1,0,0,0,1
1651,12225,488499,4,0,0,1,0,0,0,1
1652,45078,371199,6,0,0,1,0,0,0,0
1653,41411,1060999,9,0,0,1,0,0,0,0
1654,24964,366199,5,0,0,1,0,0,0,1
1655,7760,556499,1,0,0,1,0,0,0,0
1656,9596,390299,3,0,0,1,0,0,0,1
1657,16641,371399,3,0,0,1,1,0,0,1
1658,43352,519399,3,0,0,1,0,0,0,1
1659,91557,1402899,8,1,0,0,1,0,0,0
1660,21886,687199,2,0,0,1,0,0,0,1
1661,55218,350399,5,0,0,1,1,0,0,1
1662,51934,1291799,8,1,0,0,0,0,0,0
1663,62798,333199,8,0,0,1,0,0,0,1
1664,80843,473499,4,0,1,0,0,0,0,1
1665,80631,981699,3,0,0,1,0,0,0,1
1666,30382,1619599,6,1,0,0,1,0,0,0
1667,14186,399099,3,0,0,1,0,0,0,1
1668,72578,406199,7,0,0,1,0,0,0,0
1669,62113,358999,7,0,0,1,0,0,0,1
1670,19738,354799,4,0,0,1,0,0,0,1
1671,60584,235099,12,0,0,1,0,0,0,1
1672,22955,356399,4,0,0,1,0,0,0,1
1673,10141,2115299,1,1,0,0,0,0,0,1
1674,49537,337299,7,0,0,1,1,0,0,1
1675,22505,322499,4,0,0,1,1,0,0,1
1676,58533,975899,8,0,0,1,0,0,0,0
1677,30876,341099,5,0,0,1,0,0,0,1
1678,35674,357499,3,0,0,1,0,0,0,1
1679,24055,346699,4,0,0,1,0,0,0,1
1680,25138,414099,5,0,0,1,0,0,0,1
1681,4782,390099,3,0,0,1,0,0,0,1
1682,78295,1642299,6,1,0,0,1,0,0,1
1683,12327,650099,2,0,0,1,0,0,0,1
1684,71745,1270999,4,1,0,0,0,0,0,1
1685,58639,1274699,5,0,0,1,0,0,0,1
1686,44319,204199,13,0,0,1,0,0,0,1
1687,34566,423899,12,0,0,1,0,0,0,1
1688,24828,675399,6,0,0,0,0,0,0,0
1689,17225,219399,8,0,0,1,0,0,0,1
1690,54796,247599,5,0,0,1,0,0,0,1
1691,17961,1596799,3,0,0,1,0,0,0,0
1692,12761,371599,10,0,0,1,0,1,0,1
