Sl_No,Transmission_Type,Ownership,Fuel_Used,km_driven,Ex_Showroom_Price,On_road_Price,selling_price,Place_of_Origin,Complete_Info,Age,MRP
3916,""" Manual""",""" 1st Owner""", Diesel,17654,1515000.0,NULL,1508799, Pune, 2020 Tata Harrier XM 2.0L Kryotec Manual,2,1818000.0
3917,""" Manual""",""" 1st Owner""", Petrol,33309,NULL,632000.0,419199, Pune, 2013 Hyundai i20 SPORTZ 1.2 VTVT Manual,9,632000.0
3918,""" Manual""",""" 1st Owner""", Petrol,10685,765000.0,NULL,756499, Pune, 2021 Renault TRIBER 1.0 RXZ Manual,1,918000.0
3919,""" Manual""",""" 1st Owner""", Petrol,17098,623000.0,NULL,627199, Pune, 2018 Volkswagen Polo COMFORTLINE 1.0 PETROL Manual,4,747600.0
3920,""" Automatic""",""" 1st Owner""", Petrol,8453,392000.0,NULL,451599, Pune, 2018 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,4,470400.0
3921,""" Automatic""",""" 1st Owner""", Petrol,2475,542000.0,NULL,522899, Pune, 2019 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,3,650400.0
3922,""" Manual""",""" 1st Owner""", Petrol,49390,396000.0,NULL,282799, Pune, 2015 Maruti Alto 800 LXI Manual,7,475200.0
3923,""" Automatic""",""" 1st Owner""", Petrol,5591,827000.0,NULL,882799, Pune, 2021 Maruti Swift ZXI AMT Automatic,1,992400.0
3924,""" Automatic""",""" 1st Owner""", Petrol,59885,392000.0,NULL,459799, Pune, 2018 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,4,470400.0
3925,""" Manual""",""" 1st Owner""", Petrol,32393,671000.0,NULL,467999, Pune, 2014 Maruti Swift Dzire ZXI 1.2 BS IV Manual,8,805200.0
3926,""" Manual""",""" 1st Owner""", Petrol,47436,380000.0,NULL,314999, Pune, 2016 Renault Kwid RXT Manual,6,456000.0
3927,""" Automatic""",""" 1st Owner""", Petrol,50716,891000.0,NULL,513799, Pune, 2015 Volkswagen Polo GT TSI 1.2 PETROL AT Automatic,7,1069200.0
3928,""" Manual""",""" 1st Owner""", Petrol,29495,576000.0,NULL,447599, Pune, 2014 Maruti Swift Dzire VXI 1.2 BS IV Manual,8,691200.0
3929,""" Automatic""",""" 1st Owner""", Diesel,81918,4673000.0,NULL,1835399, Pune, 2015 Jaguar XF 2.2 DIESEL LUXURY Automatic,7,5607600.0
3930,""" Automatic""",""" 1st Owner""", Petrol,51146,599000.0,NULL,567299, Pune, 2015 Nissan Micra XL CVT (PETROL) Automatic,7,718800.0
3931,""" Manual""",""" 1st Owner""", Diesel,55323,855000.0,NULL,704699, Pune, 2018 Volkswagen Polo HIGHLINE1.5L DIESEL Manual,4,1026000.0
3932,""" Manual""",""" 1st Owner""", Diesel,116371,747000.0,NULL,527499, Pune, 2014 Maruti Swift Dzire VDI BS IV Manual,8,896400.0
3933,""" Manual""",""" 1st Owner""", Petrol,21461,399000.0,NULL,404499, Pune, 2019 Renault Kwid RXT Opt Manual,3,478800.0
3934,""" Automatic""",""" 1st Owner""", Petrol,8989,797000.0,NULL,870299, Pune, 2020 Maruti Swift ZXI + AMT Automatic,2,956400.0
3935,""" Automatic""",""" 1st Owner""", Petrol,39147,1867000.0,NULL,1352799, Pune, 2017 Toyota Corolla Altis VL AT Automatic,5,2240400.0
3936,""" Manual""",""" 1st Owner""", Petrol,30911,520000.0,NULL,391299, Pune, 2015 Honda Brio 1.2 S MT I VTEC Manual,7,624000.0
3937,""" Manual""",""" 1st Owner""", Petrol,7766,728000.0,NULL,763799, Pune, 2020 Maruti Dzire VXI Manual,2,873600.0
3938,""" Automatic""",""" 1st Owner""", Diesel,47602,5152000.0,NULL,1927899, Pune, 2015 Jaguar XF 2.2 DIESEL Automatic,7,6182400.0
3939,""" Manual""",""" 1st Owner""", Petrol,34076,396000.0,NULL,279299, Pune, 2014 Maruti Alto 800 LXI Manual,8,475200.0
3940,""" Automatic""",""" 1st Owner""", Petrol,10343,1120000.0,NULL,980399, Pune, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
3941,""" Manual""",""" 1st Owner""", Petrol,47274,450000.0,NULL,509299, Pune, 2018 Tata Tiago XT 1.2 REVOTRON Manual,4,540000.0
3942,""" Automatic""",""" 1st Owner""", Petrol,42523,891000.0,NULL,748499, Pune, 2017 Volkswagen Polo GT TSI 1.2 PETROL AT Automatic,5,1069200.0
3943,""" Automatic""",""" 1st Owner""", Diesel,112045,1002000.0,NULL,647699, Pune, 2016 Volkswagen Vento HIGHLINE TDI AT Automatic,6,1202400.0
3944,""" Automatic""",""" 1st Owner""", Diesel,36416,NULL,1481000.0,1051199, Pune, 2018 Tata NEXON XZA+ 1.5 Automatic,4,1481000.0
3945,""" Manual""",""" 1st Owner""", Petrol,70126,671000.0,NULL,521799, Pune, 2014 Maruti Swift Dzire ZXI 1.2 BS IV Manual,8,805200.0
3946,""" Automatic""",""" 1st Owner""", Petrol,48617,392000.0,NULL,459899, Pune, 2018 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,4,470400.0
3947,""" Automatic""",""" 1st Owner""", Petrol,4391,NULL,1284000.0,971799, Pune, 2019 Tata NEXON XZA + 1.2 PETROL A/T Automatic,3,1284000.0
3948,""" Automatic""",""" 1st Owner""", Petrol,49720,NULL,607000.0,467999, Pune, 2017 Maruti Celerio VXI AMT Automatic,5,607000.0
3949,""" Manual""",""" 1st Owner""", Petrol,68981,520000.0,NULL,378799, Pune, 2015 Honda Brio 1.2 S MT I VTEC Manual,7,624000.0
3950,""" Manual""",""" 1st Owner""", Petrol,30988,NULL,653000.0,452499, Pune, 2014 Honda Amaze 1.2 SMT I VTEC Manual,8,653000.0
3951,""" Automatic""",""" 1st Owner""", Diesel,92831,2089000.0,NULL,943699, Pune, 2015 Volkswagen Jetta HIGHLINE TDI AT Automatic,7,2506800.0
3952,""" Automatic""",""" 1st Owner""", Diesel,21039,1269000.0,NULL,1516599, Pune, 2020 KIA SELTOS HTK PLUS AT 1.5 DIESEL Automatic,2,1522800.0
3953,""" Automatic""",""" 1st Owner""", Petrol,13309,439000.0,NULL,439000, Pune, 2016 Maruti Alto K10 VXI AMT Automatic,6,526800.0
3954,""" Automatic""",""" 1st Owner""", Petrol,34206,1134000.0,NULL,855199, Pune, 2017 Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT Automatic,5,1360800.0
3955,""" Automatic""",""" 1st Owner""", Petrol,25907,637000.0,NULL,668499, Pune, 2018 Maruti Swift VXI AMT Automatic,4,764400.0
3956,""" Manual""",""" 1st Owner""", Petrol,44574,1022000.0,NULL,642699, Pune, 2016 Hyundai Verna FLUIDIC 1.6 SX VTVT Manual,6,1226400.0
3957,""" Automatic""",""" 1st Owner""", Petrol,20580,1729000.0,NULL,1707499, Pune, 2019 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT Automatic,3,2074800.0
3958,""" Automatic""",""" 1st Owner""", Petrol,68608,899000.0,NULL,450199, Pune, 2012 Honda City V AT Automatic,10,1078800.0
3959,""" Manual""",""" 1st Owner""", Petrol,19355,1159000.0,NULL,1278599, Pune, 2020 KIA SELTOS HTK PLUS 1.5 PETROL Manual,2,1390800.0
3960,""" Manual""",""" 1st Owner""", Petrol,9551,NULL,1259000.0,971799, Pune, 2019 Hyundai VENUE 1.0L Turbo GDI SX(O) MT Manual,3,1259000.0
3961,""" Manual""",""" 1st Owner""", Petrol,9125,624000.0,NULL,490499, Pune, 2016 Honda Jazz 1.2 S MT Manual,6,748800.0
3962,""" Automatic""",""" 1st Owner""", Petrol,14557,864000.0,NULL,826899, Pune, 2019 Honda Amaze 1.2 VX CVT I VTEC Automatic,3,1036800.0
3963,""" Manual""",""" 1st Owner""", Diesel,40297,839000.0,NULL,844999, Pune, 2019 Hyundai Elite i20 1.4 SPORTS PLUS CRDI Manual,3,1006800.0
3964,""" Automatic""",""" 1st Owner""", Petrol,27167,481000.0,NULL,431899, Pune, 2016 Maruti Celerio VXI AMT Automatic,6,577200.0
3965,""" Automatic""",""" 1st Owner""", Petrol,47341,481000.0,NULL,381999, Pune, 2015 Maruti Celerio VXI AMT Automatic,7,577200.0
3966,""" Manual""",""" 1st Owner""", Petrol,80019,657000.0,NULL,407999, Pune, 2012 Honda City 1.5 E MT PETROL Manual,10,788400.0
3967,""" Automatic""",""" 1st Owner""", Diesel,45909,NULL,1961000.0,1845599, Pune, 2020 Hyundai Creta 1.5 SX AT Automatic,2,1961000.0
3968,""" Manual""",""" 1st Owner""", Petrol,5526,NULL,1035000.0,980899, Pune, 2020 Honda Jazz 1.2 ZX MT Manual,2,1035000.0
3969,""" Automatic""",""" 1st Owner""", Petrol,3297,NULL,1369000.0,1133699, Pune, 2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,3,1369000.0
3970,""" Automatic""",""" 1st Owner""", Petrol,41721,855000.0,NULL,564499, Pune, 2016 Honda Jazz 1.2 V AT Automatic,6,1026000.0
3971,""" Manual""",""" 1st Owner""", Diesel,41229,NULL,2320000.0,1197999, Pune, 2017 Jeep Compass 2.0 LONGITUDE Manual,5,2320000.0
3972,""" Manual""",""" 1st Owner""", Petrol,36486,230000.0,NULL,203599, Pune, 2015 Tata Nano XT TWIST Manual,7,276000.0
3973,""" Automatic""",""" 1st Owner""", Petrol,21007,864000.0,NULL,834399, Pune, 2019 Honda Amaze 1.2 V CVT I VTEC Automatic,3,1036800.0
3974,""" Manual""",""" 1st Owner""", Petrol,88597,576000.0,NULL,444499, Pune, 2014 Maruti Swift Dzire VXI 1.2 BS IV Manual,8,691200.0
3975,""" Manual""",""" 1st Owner""", Petrol,17995,307000.0,NULL,316799, Pune, 2016 Maruti Alto 800 LXI Manual,6,368400.0
3976,""" Automatic""",""" 1st Owner""", Petrol,11301,1416000.0,NULL,1601199, Pune, 2020 Honda City ZX CVT Automatic,2,1699200.0
3977,""" Manual""",""" 1st Owner""", Petrol,75835,NULL,821000.0,472799, Pune, 2015 Honda Jazz 1.2 V MT Manual,7,821000.0
3978,""" Automatic""",""" 1st Owner""", Petrol,22497,NULL,1592000.0,1432399, Pune, 2019 Hyundai Creta 1.6 VTVT SX AUTO Automatic,3,1592000.0
3979,""" Manual""",""" 1st Owner""", Petrol,19752,356000.0,NULL,334899, Pune, 2013 Maruti Wagon R 1.0 VXI Manual,9,427200.0
3980,""" Automatic""",""" 1st Owner""", Petrol,63578,NULL,3058000.0,874799, Pune, 2013 Honda CRV 2.4 AWD AT AVN Automatic,9,3058000.0
3981,""" Automatic""",""" 1st Owner""", Petrol,54527,NULL,1474000.0,990799, Pune, 2016 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic,6,1474000.0
3982,""" Manual""",""" 1st Owner""", Petrol,20241,NULL,922000.0,657999, Pune, 2019 Hyundai GRAND I10 NIOS Asta Petrol Manual,3,922000.0
3983,""" Automatic""",""" 1st Owner""", Petrol,34938,1867000.0,NULL,1252999, Pune, 2017 Toyota Corolla Altis VL AT Automatic,5,2240400.0
3984,""" Manual""",""" 1st Owner""", Diesel,75005,731000.0,NULL,450999, Pune, 2013 Maruti Swift Dzire VDI BS IV Manual,9,877200.0
3985,""" Manual""",""" 1st Owner""", Petrol,18596,699000.0,NULL,591199, Pune, 2015 Hyundai Elite i20 ASTA 1.2 Manual,7,838800.0
3986,""" Manual""",""" 1st Owner""", Petrol,32859,715000.0,NULL,721499, Pune, 2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT Manual,3,858000.0
3987,""" Manual""",""" 1st Owner""", Petrol,24969,NULL,582000.0,487199, Pune, 2017 Maruti IGNIS DELTA 1.2 K12 Manual,5,582000.0
3988,""" Manual""",""" 1st Owner""", Petrol,14875,647000.0,NULL,622399, Pune, 2017 Hyundai Elite i20 SPORTZ 1.2 Manual,5,776400.0
3989,""" Manual""",""" 1st Owner""", Petrol,51838,672000.0,NULL,571399, Pune, 2016 Hyundai Elite i20 SPORTZ 1.2 Manual,6,806400.0
3990,""" Manual""",""" 1st Owner""", Diesel,163953,NULL,721000.0,251099, Pune, 2011 Ford Figo 1.4 TITANIUM DURATORQ Manual,11,721000.0
3991,""" Manual""",""" 1st Owner""", Petrol,63203,548000.0,NULL,417399, Pune, 2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual,7,657600.0
3992,""" Automatic""",""" 1st Owner""", Petrol,30020,481000.0,NULL,396899, Pune, 2014 Maruti Celerio VXI AMT Automatic,8,577200.0
3993,""" Manual""",""" 1st Owner""", Petrol,21401,NULL,612000.0,509799, Pune, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
3994,""" Manual""",""" 1st Owner""", Petrol,34962,399000.0,NULL,362299, Pune, 2017 Hyundai Eon MAGNA PLUS Manual,5,478800.0
3995,""" Automatic""",""" 1st Owner""", Petrol,43848,NULL,1106000.0,734199, Pune, 2017 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic,5,1106000.0
3996,""" Manual""",""" 1st Owner""", Petrol,13461,NULL,755000.0,662199, Pune, 2017 Maruti Baleno ZETA 1.2 K12 Manual,5,755000.0
3997,""" Manual""",""" 1st Owner""", Petrol,53211,NULL,1194000.0,975599, Pune, 2019 Hyundai VENUE 1.0L Turbo GDI SX MT Manual,3,1194000.0
3998,""" Manual""",""" 1st Owner""", Petrol,43436,781000.0,NULL,628399, Pune, 2016 Hyundai Elite i20 ASTA 1.2 (O) Manual,6,937200.0
3999,""" Automatic""",""" 1st Owner""", Petrol,23136,1173000.0,NULL,1112499, Pune, 2018 Honda City V CVT Automatic,4,1407600.0
4000,""" Manual""",""" 1st Owner""", Diesel,121673,542000.0,NULL,334899, Pune, 2014 Maruti Ritz VDI Manual,8,650400.0
4001,""" Automatic""",""" 1st Owner""", Petrol,11976,712000.0,NULL,792499, Pune, 2018 Hyundai Elite i20 ASTA 1.2 AT Automatic,4,854400.0
4002,""" Manual""",""" 1st Owner""", Petrol,54761,326000.0,NULL,298099, Pune, 2017 Maruti Alto 800 LXI OPT Manual,5,391200.0
4003,""" Manual""",""" 1st Owner""", Petrol,31263,715000.0,NULL,740899, Pune, 2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT Manual,3,858000.0
4004,""" Manual""",""" 1st Owner""", Petrol,33538,976000.0,NULL,841999, Pune, 2018 Hyundai Verna 1.6 SX VTVT Manual,4,1171200.0
4005,""" Manual""",""" 1st Owner""", Petrol,21379,NULL,612000.0,547799, Pune, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
4006,""" Manual""",""" 1st Owner""", Petrol,16051,701000.0,NULL,817599, Pune, 2021 Toyota Glanza G MT PETROL Manual,1,841200.0
4007,""" Manual""",""" 1st Owner""", Diesel,88286,731000.0,NULL,479599, Pune, 2013 Maruti Swift Dzire VDI BS IV Manual,9,877200.0
4008,""" Manual""",""" 1st Owner""", Petrol,39947,699000.0,NULL,533199, Pune, 2015 Hyundai Elite i20 ASTA 1.2 Manual,7,838800.0
4009,""" Manual""",""" 1st Owner""", Petrol,60797,936000.0,NULL,643099, Pune, 2017 Maruti Ciaz ALPHA 1.4 VVT Manual,5,1123200.0
4010,""" Automatic""",""" 1st Owner""", Petrol,14616,NULL,1474000.0,1192599, Pune, 2018 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic,4,1474000.0
4011,""" Manual""",""" 1st Owner""", Petrol,33595,537000.0,NULL,521999, Pune, 2017 Hyundai Elite i20 ERA 1.2 Manual,5,644400.0
4012,""" Manual""",""" 1st Owner""", Petrol,15817,NULL,612000.0,449199, Pune, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
4013,""" Manual""",""" 1st Owner""", Petrol,13801,701000.0,NULL,707799, Pune, 2017 Hyundai Elite i20 ASTA 1.2 Manual,5,841200.0
4014,""" Manual""",""" 1st Owner""", Petrol,19244,698000.0,NULL,773799, Pune, 2019 Toyota Glanza G MT PETROL Manual,3,837600.0
4015,""" Manual""",""" 1st Owner""", Petrol,57938,679000.0,NULL,510899, Pune, 2014 Hyundai Elite i20 ASTA 1.2 Manual,8,814800.0
4016,""" Manual""",""" 1st Owner""", Petrol,19371,394000.0,NULL,375299, Pune, 2015 Maruti Alto K10 VXI Manual,7,472800.0
4017,""" Manual""",""" 1st Owner""", Petrol,15574,500000.0,NULL,528899, Pune, 2018 Hyundai NEW SANTRO SPORTZ 1.1 Manual,4,600000.0
4018,""" Automatic""",""" 1st Owner""", Petrol,26878,NULL,1369000.0,1011799, Pune, 2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,3,1369000.0
4019,""" Automatic""",""" 1st Owner""", Petrol,18376,NULL,812000.0,585999, Pune, 2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT Automatic,5,812000.0
4020,""" Manual""",""" 1st Owner""", Petrol,15732,307000.0,NULL,303999, Pune, 2017 Maruti Alto 800 LXI Manual,5,368400.0
4021,""" Automatic""",""" 1st Owner""", Petrol,26989,1173000.0,NULL,1047599, Pune, 2018 Honda City V CVT Automatic,4,1407600.0
4022,""" Automatic""",""" 1st Owner""", Petrol,20133,NULL,2530000.0,1968499, Pune, 2019 Jeep Compass 1.4 LIMITED PLUS AT Automatic,3,2530000.0
4023,""" Automatic""",""" 1st Owner""", Petrol,36968,1256000.0,NULL,1157299, Pune, 2018 Hyundai Verna 1.6 SX VTVT AT (O) Automatic,4,1507200.0
4024,""" Manual""",""" 1st Owner""", Petrol,52955,NULL,772000.0,615199, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
4025,""" Manual""",""" 1st Owner""", Petrol,45783,NULL,830000.0,624499, Pune, 2016 Maruti Baleno ALPHA 1.2 K12 Manual,6,830000.0
4026,""" Manual""",""" 1st Owner""", Diesel,38553,669000.0,NULL,521399, Pune, 2013 Ford Ecosport 1.5 TREND TDCI Manual,9,802800.0
4027,""" Automatic""",""" 1st Owner""", Diesel,69466,1919000.0,NULL,1211499, Pune, 2017 Hyundai New Elantra 1.6 SX AT O Automatic,5,2302800.0
4028,""" Automatic""",""" 1st Owner""", Petrol,48998,1227000.0,NULL,1022599, Pune, 2017 Honda City VX CVT PETROL Automatic,5,1472400.0
4029,""" Automatic""",""" 1st Owner""", Petrol,21306,439000.0,NULL,425000, Pune, 2019 Maruti Alto K10 VXI (O) AMT Automatic,3,526800.0
4030,""" Manual""",""" 1st Owner""", Diesel,32522,970000.0,NULL,920999, Pune, 2017 Maruti Vitara Brezza ZDI PLUS Manual,5,1164000.0
4031,""" Manual""",""" 1st Owner""", Diesel,70790,NULL,2431000.0,1401399, Pune, 2017 Jeep Compass 2.0 LIMITED Manual,5,2431000.0
4032,""" Automatic""",""" 1st Owner""", Diesel,35838,975000.0,NULL,620099, Pune, 2016 Mahindra TUV300 T8 AT Automatic,6,1170000.0
4033,""" Manual""",""" 1st Owner""", Diesel,225759,812000.0,NULL,468599, Pune, 2010 Toyota Innova 2.5 G4 7 STR Manual,12,974400.0
4034,""" Manual""",""" 1st Owner""", Petrol,13924,1082000.0,NULL,1113299, Pune, 2019 Maruti XL6 ALPHA SHVS  MT Manual,3,1298400.0
4035,""" Manual""",""" 1st Owner""", Petrol,25054,NULL,772000.0,609599, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
4036,""" Automatic""",""" 1st Owner""", Diesel,77391,NULL,1790000.0,1157599, Pune, 2017 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,5,1790000.0
4037,""" Automatic""",""" 1st Owner""", Petrol,69862,NULL,1592000.0,1327299, Pune, 2018 Hyundai Creta 1.6 VTVT SX AUTO Automatic,4,1592000.0
4038,""" Automatic""",""" 1st Owner""", Petrol,18567,NULL,2380000.0,1674099, Pune, 2018 Jeep Compass LIMITED 1.4 AT Automatic,4,2380000.0
4039,""" Manual""",""" 1st Owner""", Petrol,73428,831000.0,NULL,554999, Pune, 2015 Maruti Ciaz ZXI Manual,7,997200.0
4040,""" Manual""",""" 1st Owner""", Petrol,41099,437000.0,NULL,435099, Pune, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
4041,""" Manual""",""" 1st Owner""", Diesel,75692,799000.0,799000.0,570099, Pune, 2014 Ford Ecosport 1.5TITANIUM TDCI Manual,8,799000.0
4042,""" Manual""",""" 1st Owner""", Petrol,18043,NULL,1040000.0,771299, Pune, 2018 Honda WR-V 1.2 i-VTEC VX MT Manual,4,1040000.0
4043,""" Manual""",""" 1st Owner""", Petrol,64916,NULL,755000.0,625099, Pune, 2016 Maruti Baleno ZETA 1.2 K12 Manual,6,755000.0
4044,""" Manual""",""" 1st Owner""", Petrol,28518,NULL,772000.0,594199, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
4045,""" Manual""",""" 1st Owner""", Diesel,32546,983000.0,NULL,905699, Pune, 2018 Maruti Vitara Brezza ZDI PLUS Manual,4,1179600.0
4046,""" Automatic""",""" 1st Owner""", Petrol,15040,439000.0,NULL,425000, Pune, 2018 Maruti Alto K10 VXI (O) AMT Automatic,4,526800.0
4047,""" Manual""",""" 1st Owner""", Diesel,24701,1133000.0,NULL,1132399, Pune, 2018 Maruti S Cross ALPHA SHVS Manual,4,1359600.0
4048,""" Manual""",""" 1st Owner""", Petrol,35351,NULL,908000.0,554199, Pune, 2015 Hyundai i20 Active 1.2 S Manual,7,908000.0
4049,""" Manual""",""" 1st Owner""", Petrol,18388,NULL,1071000.0,878099, Pune, 2019 Ford Ecosport 1.5 TITANIUM TI VCT Manual,3,1071000.0
4050,""" Automatic""",""" 1st Owner""", Diesel,99149,NULL,1790000.0,865699, Pune, 2015 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,7,1790000.0
4051,""" Manual""",""" 1st Owner""", Petrol,40023,NULL,772000.0,598799, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
4052,""" Manual""",""" 1st Owner""", Diesel,39297,NULL,1094000.0,740399, Pune, 2017 Mahindra TUV300 T8 Manual,5,1094000.0
4053,""" Manual""",""" 1st Owner""", Diesel,52045,966000.0,NULL,749299, Pune, 2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,6,1159200.0
4054,""" Manual""",""" 1st Owner""", Diesel,57275,714000.0,NULL,479199, Pune, 2014 Hyundai Elite i20 MAGNA 1.4 CRDI Manual,8,856800.0
4055,""" Automatic""",""" 1st Owner""", Diesel,63591,1789000.0,NULL,1250999, Pune, 2018 Tata Hexa Varicor 400 XTA Automatic,4,2146800.0
4056,""" Manual""",""" 1st Owner""", Diesel,70209,NULL,823000.0,642499, Pune, 2018 Maruti Baleno DELTA DDIS 190 Manual,4,823000.0
4057,""" Manual""",""" 1st Owner""", Petrol,10521,NULL,772000.0,662699, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
4058,""" Manual""",""" 1st Owner""", Petrol,3430,NULL,530000.0,501399, Pune, 2021 Maruti S PRESSO VXI PLUS Manual,1,530000.0
4059,""" Manual""",""" 1st Owner""", Diesel,59832,966000.0,NULL,887599, Pune, 2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,5,1159200.0
4060,""" Manual""",""" 1st Owner""", Petrol,78928,NULL,612000.0,529999, Pune, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
4061,""" Manual""",""" 1st Owner""", Petrol,18182,394000.0,NULL,359199, Pune, 2015 Maruti Alto K10 VXI Manual,7,472800.0
4062,""" Manual""",""" 1st Owner""", Diesel,29187,NULL,1139000.0,971299, Pune, 2017 Maruti S Cross ZETA SHVS Manual,5,1139000.0
4063,""" Automatic""",""" 1st Owner""", Petrol,22976,1120000.0,NULL,997999, Pune, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
4064,""" Automatic""",""" 1st Owner""", Petrol,6661,1568000.0,NULL,1830899, Pune, 2019 MG HECTOR SHARP DCT PETROL Automatic,3,1881600.0
4065,""" Manual""",""" 1st Owner""", Petrol,15866,437000.0,NULL,470899, Pune, 2017 Maruti Wagon R 1.0 VXI Manual,5,524400.0
4066,""" Manual""",""" 1st Owner""", Petrol,48656,1000000.0,NULL,769599, Pune, 2016 Hyundai Creta 1.6 E + VTVT Manual,6,1200000.0
4067,""" Manual""",""" 1st Owner""", Petrol,66231,437000.0,NULL,370899, Pune, 2015 Maruti Wagon R 1.0 VXI Manual,7,524400.0
4068,""" Manual""",""" 1st Owner""", Petrol,9113,698000.0,NULL,755199, Pune, 2020 Maruti Baleno ZETA 1.2 K12 Manual,2,837600.0
4069,""" Manual""",""" 1st Owner""", Diesel,59735,966000.0,NULL,767599, Pune, 2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,6,1159200.0
4070,""" Manual""",""" 1st Owner""", Petrol,72535,NULL,772000.0,563599, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,772000.0
4071,""" Automatic""",""" 1st Owner""", Petrol,3301,NULL,585000.0,535799, Pune, 2020 Maruti S PRESSO VXI PLUS AGS Automatic,2,585000.0
4072,""" Automatic""",""" 1st Owner""", Petrol,51813,1120000.0,NULL,1013599, Pune, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
4073,""" Manual""",""" 1st Owner""", Diesel,49940,NULL,1749000.0,1340799, Pune, 2019 Mahindra MARAZZO M8 7 STR Manual,3,1749000.0
4074,""" Manual""",""" 1st Owner""", Petrol,12826,599000.0,NULL,704199, Pune, 2018 Maruti Dzire VXI Manual,4,718800.0
4075,""" Manual""",""" 1st Owner""", Petrol,60939,NULL,772000.0,663799, Pune, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,772000.0
4076,""" Manual""",""" 1st Owner""", Petrol + CNG,55622,464000.0,NULL,509299, Pune, 2018 Maruti Wagon R 1.0 LXI CNG Manual,4,556800.0
4077,""" Manual""",""" 1st Owner""", Petrol,15950,NULL,582000.0,535899, Pune, 2017 Maruti IGNIS DELTA 1.2 K12 Manual,5,582000.0
4078,""" Manual""",""" 1st Owner""", Diesel,69554,810000.0,NULL,772099, Pune, 2018 Maruti Vitara Brezza VDI Manual,4,972000.0
4079,""" Manual""",""" 1st Owner""", Petrol,17171,1018000.0,NULL,892199, Pune, 2018 Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) Manual,4,1221600.0
4080,""" Manual""",""" 1st Owner""", Petrol,18530,NULL,772000.0,611099, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
4081,""" Automatic""",""" 1st Owner""", Diesel,37772,NULL,995000.0,826899, Pune, 2018 Maruti Dzire ZDI AMT Automatic,4,995000.0
4082,""" Manual""",""" 1st Owner""", Petrol,8653,NULL,582000.0,523199, Pune, 2018 Maruti IGNIS DELTA 1.2 K12 Manual,4,582000.0
4083,""" Manual""",""" 1st Owner""", Diesel,57650,999000.0,NULL,902599, Pune, 2018 Maruti S Cross ZETA 1.3 SHVS Manual,4,1198800.0
