,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
252,Manual,2nd Owner,Petrol,22775,740399,Noida,2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4
253,Manual,1st Owner,Petrol,22464,692099,Noida,2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6
254,Manual,1st Owner,Petrol,37117,475199,Noida,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5
255,Manual,2nd Owner,Petrol,30319,578099,Noida,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
256,Manual,1st Owner,Petrol,23054,672999,Noida,2017 Maruti Baleno ALPHA 1.2 K12 Manual,5
257,Manual,1st Owner,Diesel,42616,898599,Noida,2017 Hyundai Creta 1.4 E PLUS CRDI Manual,5
258,Automatic,2nd Owner,Diesel,79409,1111899,Noida,2018 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,4
259,Manual,1st Owner,Petrol,23103,389899,Noida,2018 Maruti Alto K10 VXI Manual,4
260,Manual,1st Owner,Diesel,167105,497299,Noida,2014 Mahindra XUV500 W6 4X2 Manual,8
261,Manual,1st Owner,Diesel,44672,801399,Noida,2019 Maruti Vitara Brezza VDI Manual,3
262,Manual,1st Owner,Petrol,11114,860999,Noida,2019 Ford Ecosport 1.5 TITANIUM TI VCT Manual,3
263,Manual,1st Owner,Diesel,16042,1183099,Noida,2018 Mahindra Scorpio S7 140 BHP 2WD Manual,4
264,Manual,1st Owner,Petrol,58015,442299,Noida,2015 Maruti Swift VXI Manual,7
265,Manual,1st Owner,Petrol,59831,347199,Noida,2012 Maruti Swift Dzire VXI 1.2 BS IV Manual,10
266,Manual,1st Owner,Petrol,3014,401899,Noida,2019 Maruti Alto VXI Manual,3
267,Manual,1st Owner,Petrol,72644,507499,Noida,2016 Maruti Baleno DELTA 1.2 K12 Manual,6
268,Automatic,2nd Owner,Diesel,40655,1113799,Noida,2018 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,4
269,Automatic,1st Owner,Petrol,78713,638699,Noida,2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic,5
270,Manual,1st Owner,Petrol,42478,544899,Noida,2016 Maruti Baleno DELTA 1.2 K12 Manual,6
271,Manual,1st Owner,Diesel,50089,313699,Noida,2013 Honda Amaze 1.5 SMT I DTEC Manual,9
272,Manual,1st Owner,Petrol,76882,405399,Noida,2014 Maruti Swift VXI Manual,8
273,Manual,1st Owner,Petrol,38771,502099,Noida,2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual,5
274,Manual,1st Owner,Petrol,36183,499999,Noida,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,4
275,Manual,2nd Owner,Petrol,29252,649599,Noida,2020 Maruti Baleno DELTA 1.2 K12 Manual,2
276,Manual,1st Owner,Diesel,75057,428699,Noida,2013 Hyundai Verna FLUIDIC 1.6 SX CRDI Manual,9
277,Manual,1st Owner,Petrol,26212,689199,Noida,2019 Maruti Baleno DELTA 1.2 K12 Manual,3
278,Manual,1st Owner,Petrol,4210,401899,Noida,2019 Maruti Alto VXI Manual,3
279,Manual,2nd Owner,Diesel,137612,396099,Noida,2014 Honda City E MT DIESEL Manual,8
280,Manual,1st Owner,Petrol,36637,326899,Noida,2018 Maruti Alto 800 LXI Manual,4
281,Manual,1st Owner,Diesel,78433,483799,Noida,2014 Hyundai Verna FLUIDIC 1.4 EX CRDI Manual,8
282,Manual,1st Owner,Diesel,50122,834399,Noida,2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3
283,Manual,1st Owner,Diesel,24379,818699,Noida,2018 Maruti Vitara Brezza ZDI Manual,4
284,Manual,2nd Owner,Diesel,24501,799899,Noida,2019 Maruti Vitara Brezza VDI Manual,3
285,Manual,1st Owner,Petrol + CNG,51330,559799,Noida,2017 Maruti Swift VXI OPT Manual,5
286,Manual,1st Owner,Diesel,73241,326099,Noida,2013 Honda Amaze 1.5 SMT I DTEC Manual,9
287,Manual,1st Owner,Petrol,19699,384599,Noida,2018 Maruti Alto K10 VXI Manual,4
288,Manual,2nd Owner,Diesel,66530,1039599,Noida,2016 Mahindra Scorpio S10 Manual,6
289,Manual,1st Owner,Diesel,85153,792799,Noida,2016 Hyundai Creta 1.6 SX CRDI Manual,6
290,Manual,1st Owner,Petrol,31879,585599,Noida,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
291,Manual,1st Owner,Petrol,34777,509699,Noida,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,4
292,Automatic,1st Owner,Petrol,25322,387299,Noida,2017 Maruti Alto K10 VXI (O) AMT Automatic,5
293,Manual,1st Owner,Diesel,74906,1151599,Noida,2016 Mahindra Scorpio S10 Manual,6
294,Manual,1st Owner,Diesel,30594,793399,Noida,2019 Maruti Vitara Brezza VDI Manual,3
295,Manual,1st Owner,Diesel,53689,874299,Noida,2019 Ford Ecosport 1.5TITANIUM TDCI Manual,3
296,Manual,1st Owner,Petrol,7702,931299,Noida,2021 Maruti Vitara Brezza VXI Manual,1
297,Manual,1st Owner,Diesel,28309,1358299,Noida,2015 Audi Q3 30 TDI MT S EDITION Manual,7
298,Manual,1st Owner,Petrol,18960,450899,Noida,2020 Maruti S PRESSO VXI PLUS Manual,2
299,Manual,1st Owner,Diesel,23879,803199,Noida,2019 Maruti Vitara Brezza VDI Manual,3
300,Manual,1st Owner,Petrol,4055,505599,Noida,2021 Maruti S PRESSO VXI PLUS Manual,1
301,Manual,1st Owner,Diesel,68298,1190399,Noida,2014 Audi Q3 2.0 TDI MT S EDITION Manual,8
302,Manual,1st Owner,Petrol,15724,813199,Noida,2019 Ford Ecosport TITANIUM PLUS 1.5 TI VCT MT Manual,3
303,Manual,1st Owner,Petrol,27217,349599,Noida,2017 Maruti Alto K10 VXI Manual,5
304,Manual,1st Owner,Diesel,53954,856099,Noida,2019 Maruti Vitara Brezza ZDI PLUS Manual,3
305,Manual,1st Owner,Petrol,14723,821399,Noida,2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4
306,Automatic,2nd Owner,Petrol,63337,594999,Noida,2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic,5
307,Manual,2nd Owner,Diesel,67255,618499,Noida,2017 Maruti Ciaz DELTA 1.3 DDIS SHVS Manual,5
308,Automatic,1st Owner,Petrol,17557,1106099,Noida,2020 Maruti Vitara Brezza ZXI AT SHVS Automatic,2
309,Manual,1st Owner,Petrol,6879,445499,Noida,2020 Maruti S PRESSO VXI Manual,2
310,Manual,1st Owner,Petrol,38501,668299,Noida,2019 Maruti Baleno ZETA 1.2 K12 Manual,3
311,Manual,3rd Owner,Petrol,23315,538399,Noida,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
312,Manual,2nd Owner,Diesel,24937,790799,Noida,2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual,4
313,Manual,1st Owner,Diesel,48022,404499,Noida,2015 Hyundai Grand i10 SPORTZ 1.1 CRDI Manual,7
314,Manual,1st Owner,Petrol,70395,498399,Noida,2017 Maruti Swift VXI OPT Manual,5
315,Manual,2nd Owner,Petrol,18853,551799,Noida,2016 Maruti Baleno ZETA 1.2 K12 Manual,6
316,Manual,1st Owner,Petrol,7166,415699,Noida,2019 Maruti Alto K10 VXI Manual,3
317,Manual,1st Owner,Petrol,8513,381899,Noida,2020 Maruti Alto LXI Manual,2
318,Manual,2nd Owner,Diesel,80062,417599,Noida,2014 Renault Duster RXL 110 PS ADVENTURE Manual,8
319,Manual,1st Owner,Diesel,35941,663099,Noida,2016 Maruti Vitara Brezza ZDI PLUS Manual,6
320,Manual,1st Owner,Petrol,87555,492399,Noida,2016 Maruti Baleno DELTA 1.2 K12 Manual,6
321,Manual,1st Owner,Diesel,86299,474099,Noida,2014 Honda City SV MT DIESEL Manual,8
322,Manual,1st Owner,Petrol,47808,350499,Noida,2017 Maruti Alto K10 VXI Manual,5
323,Manual,1st Owner,Diesel,66221,757999,Noida,2019 Maruti Vitara Brezza VDI Manual,3
324,Manual,1st Owner,Petrol,50045,544799,Noida,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
325,Manual,2nd Owner,Petrol,48434,531999,Noida,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
326,Manual,1st Owner,Diesel,37831,856899,Noida,2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,5
327,Automatic,1st Owner,Petrol,90438,613699,Noida,2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic,5
328,Manual,1st Owner,Diesel,35785,1058299,Noida,2019 Mahindra XUV 3OO W8(O) Manual,3
329,Manual,1st Owner,Diesel,40129,922299,Noida,2017 Maruti S Cross ALPHA SHVS Manual,5
