,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
338,Manual,1st Owner,Petrol,34626,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
339,Manual,1st Owner,Petrol,60555,325699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
340,Manual,1st Owner,Petrol,12173,392399,Ahmedabad,2020 Maruti Alto LXI Manual,2
341,Manual,2nd Owner,Petrol,62052,536999,Ahmedabad,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
342,Manual,2nd Owner,Petrol,34014,874199,Ahmedabad,2019 Hyundai Verna 1.6 SX VTVT Manual,3
343,Manual,1st Owner,Petrol,84107,571299,Ahmedabad,2017 Maruti Baleno RS 1.0 PETROL Manual,5
344,Manual,1st Owner,Petrol,46150,722599,Ahmedabad,2020 Maruti Baleno DELTA 1.2 K12 Manual,2
345,Manual,1st Owner,Petrol,67349,615599,Ahmedabad,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
346,Manual,1st Owner,Petrol,12863,362499,Ahmedabad,2020 Maruti Alto VXI Manual,2
347,Manual,1st Owner,Petrol,86885,639499,Ahmedabad,2019 Maruti Baleno DELTA 1.2 K12 Manual,3
348,Manual,1st Owner,Petrol,43186,328899,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
349,Manual,1st Owner,Petrol,4907,399099,Ahmedabad,2021 Maruti Alto LXI Manual,1
350,Manual,1st Owner,Petrol,76932,576299,Ahmedabad,2017 Maruti Baleno ZETA 1.2 K12 Manual,5
351,Manual,1st Owner,Petrol,46727,627299,Ahmedabad,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
352,Manual,1st Owner,Petrol,20993,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
353,Manual,1st Owner,Petrol,56232,303499,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
354,Manual,2nd Owner,Petrol,26624,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
355,Manual,1st Owner,Petrol,7228,391199,Ahmedabad,2021 Maruti Alto LXI Manual,1
356,Manual,1st Owner,Petrol,28716,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
357,Manual,1st Owner,Petrol,13829,411299,Ahmedabad,2020 Maruti Alto VXI Manual,2
358,Manual,1st Owner,Petrol,25290,326699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
359,Manual,1st Owner,Petrol,85654,308099,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
360,Manual,1st Owner,Petrol,37762,352899,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
361,Manual,1st Owner,Petrol + CNG,19549,553099,Ahmedabad,2021 Maruti Alto LXI CNG (O) Manual,1
362,Manual,1st Owner,Petrol,66113,310699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
363,Manual,1st Owner,Petrol,27379,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
364,Manual,1st Owner,Petrol,17986,416499,Ahmedabad,2020 Maruti Alto VXI Manual,2
365,Manual,1st Owner,Petrol,43426,310599,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
366,Manual,1st Owner,Petrol,32779,402399,Ahmedabad,2020 Maruti Alto VXI Manual,2
367,Manual,1st Owner,Petrol,21449,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
368,Manual,2nd Owner,Petrol,27035,308599,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
369,Manual,1st Owner,Petrol,8556,344999,Ahmedabad,2019 Maruti Alto LXI Manual,3
370,Manual,1st Owner,Petrol,32152,381299,Ahmedabad,2020 Maruti Alto LXI Manual,2
371,Manual,1st Owner,Petrol,19538,336699,Ahmedabad,2018 Maruti Alto 800 LXI Manual,4
372,Manual,1st Owner,Petrol,38743,349999,Ahmedabad,2020 Maruti Alto LXI Manual,2
373,Manual,1st Owner,Petrol,32856,401999,Ahmedabad,2020 Maruti Alto VXI Manual,2
374,Manual,1st Owner,Petrol,21712,388699,Ahmedabad,2020 Maruti Alto LXI Manual,2
375,Manual,1st Owner,Petrol + CNG,78986,352899,Ahmedabad,2019 Maruti Alto 800 LXI Manual,3
