,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
414,Manual,1st Owner,Diesel,57275,479199,Pune,2014 Hyundai Elite i20 MAGNA 1.4 CRDI Manual,8
415,Automatic,1st Owner,Diesel,63591,1250999,Pune,2018 Tata Hexa Varicor 400 XTA Automatic,4
416,Manual,1st Owner,Diesel,70209,642499,Pune,2018 Maruti Baleno DELTA DDIS 190 Manual,4
417,Manual,1st Owner,Petrol,10521,662699,Pune,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
418,Manual,1st Owner,Petrol,3430,501399,Pune,2021 Maruti S PRESSO VXI PLUS Manual,1
419,Manual,1st Owner,Diesel,59832,887599,Pune,2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,5
420,Manual,1st Owner,Petrol,78928,529999,Pune,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5
421,Manual,1st Owner,Petrol,18182,359199,Pune,2015 Maruti Alto K10 VXI Manual,7
422,Manual,1st Owner,Diesel,29187,971299,Pune,2017 Maruti S Cross ZETA SHVS Manual,5
423,Automatic,1st Owner,Petrol,22976,997999,Pune,2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3
424,Automatic,1st Owner,Petrol,6661,1830899,Pune,2019 MG HECTOR SHARP DCT PETROL Automatic,3
425,Manual,1st Owner,Petrol,15866,470899,Pune,2017 Maruti Wagon R 1.0 VXI Manual,5
426,Manual,1st Owner,Petrol,48656,769599,Pune,2016 Hyundai Creta 1.6 E + VTVT Manual,6
427,Manual,1st Owner,Petrol,66231,370899,Pune,2015 Maruti Wagon R 1.0 VXI Manual,7
428,Manual,2nd Owner,Petrol,9113,755199,Pune,2020 Maruti Baleno ZETA 1.2 K12 Manual,2
429,Manual,1st Owner,Diesel,59735,767599,Pune,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,6
430,Manual,1st Owner,Petrol,72535,563599,Pune,2016 Maruti Baleno DELTA 1.2 K12 Manual,6
431,Automatic,1st Owner,Petrol,3301,535799,Pune,2020 Maruti S PRESSO VXI PLUS AGS Automatic,2
432,Automatic,1st Owner,Petrol,51813,1013599,Pune,2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3
433,Manual,1st Owner,Diesel,49940,1340799,Pune,2019 Mahindra MARAZZO M8 7 STR Manual,3
434,Manual,1st Owner,Petrol,12826,704199,Pune,2018 Maruti Dzire VXI Manual,4
435,Manual,1st Owner,Petrol,60939,663799,Pune,2019 Maruti Baleno DELTA 1.2 K12 Manual,3
436,Manual,1st Owner,Petrol + CNG,55622,509299,Pune,2018 Maruti Wagon R 1.0 LXI CNG Manual,4
437,Manual,1st Owner,Petrol,15950,535899,Pune,2017 Maruti IGNIS DELTA 1.2 K12 Manual,5
438,Manual,1st Owner,Diesel,69554,772099,Pune,2018 Maruti Vitara Brezza VDI Manual,4
