,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
151,Manual,1st Owner,Petrol,17811,1192499,Hyderabad,2021 Hyundai VENUE SX 1.0 GDI IMT Manual,1
152,Automatic,1st Owner,Petrol,16964,1218899,Hyderabad,2021 Hyundai VENUE 1.0 TURBO GDI SX+ AT Automatic,1
153,Manual,1st Owner,Diesel,36355,1788199,Hyderabad,2020 KIA SELTOS HTX+ MT 1.5 DIESEL Manual,2
154,Manual,1st Owner,Petrol,97271,699499,Hyderabad,2017 Maruti Ciaz ALPHA 1.4 VVT Manual,5
155,Manual,1st Owner,Petrol,35513,570599,Hyderabad,2017 Hyundai Grand i10 ASTA 1.2 VTVT Manual,5
156,Manual,1st Owner,Petrol,19963,671499,Hyderabad,2020 Hyundai GRAND I10 NIOS 1.2 Kappa Sports MT Manual,2
157,Manual,1st Owner,Petrol,39155,485599,Hyderabad,2020 Maruti S PRESSO VXI PLUS Manual,2
158,Manual,1st Owner,Petrol,39813,680799,Hyderabad,2020 Hyundai GRAND I10 NIOS SPORTZ PETROL Manual,2
159,Automatic,2nd Owner,Petrol,68569,365799,Hyderabad,2016 Maruti Alto K10 VXI AMT Automatic,6
160,Manual,1st Owner,Petrol,32951,400899,Hyderabad,2017 Maruti Alto K10 VXI Manual,5
161,Manual,1st Owner,Petrol,69599,708699,Hyderabad,2018 Maruti Ciaz DELTA 1.4 VVT Manual,4
162,Manual,1st Owner,Petrol,41712,393099,Hyderabad,2014 Maruti Wagon R 1.0 VXI Manual,8
163,Manual,2nd Owner,Petrol,30771,393999,Hyderabad,2017 Maruti Alto K10 VXI Manual,5
164,Manual,1st Owner,Petrol,52167,426799,Hyderabad,2016 Maruti Wagon R 1.0 VXI Manual,6
165,Manual,2nd Owner,Petrol,51351,725499,Hyderabad,2018 Hyundai Elite i20 ASTA 1.2 (O) Manual,4
166,Manual,3rd Owner,Petrol,14304,347699,Hyderabad,2018 Maruti Alto 800 LXI Manual,4
167,Manual,1st Owner,Petrol,49654,964899,Hyderabad,2018 Honda City VX MT PETROL Manual,4
168,Automatic,1st Owner,Petrol,68257,415899,Hyderabad,2016 Maruti Wagon R 1.0 VXI AMT Automatic,6
169,Manual,1st Owner,Petrol,36052,622699,Hyderabad,2016 Maruti Baleno ALPHA 1.2 K12 Manual,6
170,Manual,1st Owner,Petrol,65590,372799,Hyderabad,2017 Maruti Alto K10 VXI Manual,5
171,Manual,2nd Owner,Petrol,44598,612199,Hyderabad,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,3
172,Manual,2nd Owner,Petrol,23378,627299,Hyderabad,2017 Maruti Baleno DELTA 1.2 K12 Manual,5
173,Automatic,1st Owner,Petrol,45994,663599,Hyderabad,2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic,5
174,Manual,1st Owner,Petrol,77641,370399,Hyderabad,2014 Maruti Wagon R 1.0 VXI Manual,8
175,Manual,1st Owner,Diesel,7672,1809999,Hyderabad,2020 Mahindra XUV500 W9 Manual,2
176,Manual,2nd Owner,Petrol,86841,513399,Hyderabad,2017 Maruti IGNIS DELTA 1.2 K12 Manual,5
177,Manual,1st Owner,Petrol,35091,464299,Hyderabad,2019 Maruti S PRESSO VXI PLUS Manual,3
178,Manual,1st Owner,Petrol,67363,320399,Hyderabad,2017 Maruti Alto 800 LXI Manual,5
179,Manual,1st Owner,Petrol,42218,395999,Hyderabad,2015 Maruti Wagon R 1.0 VXI Manual,7
180,Manual,1st Owner,Petrol,24068,438699,Hyderabad,2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3
181,Manual,1st Owner,Diesel,60700,977799,Hyderabad,2019 Honda WR-V 1.5 i-DTEC VX MT Manual,3
182,Automatic,1st Owner,Petrol,30281,430599,Hyderabad,2019 Maruti Alto K10 VXI (O) AMT Automatic,3
183,Manual,1st Owner,Petrol,14625,623699,Hyderabad,2019 Maruti IGNIS ALPHA 1.2 K12 Manual,3
184,Manual,1st Owner,Petrol,8628,459699,Hyderabad,2019 Maruti Eeco 7 STR Manual,3
185,Manual,1st Owner,Petrol,43673,651599,Hyderabad,2019 Honda Amaze 1.2 SMT I VTEC Manual,3
186,Manual,2nd Owner,Diesel,99312,734599,Hyderabad,2017 Maruti S Cross DELTA 1.3 Manual,5
187,Manual,2nd Owner,Petrol,43072,486599,Hyderabad,2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3
188,Manual,1st Owner,Petrol,19656,874099,Hyderabad,2020 Toyota YARIS J MT Manual,2
189,Manual,1st Owner,Diesel,122288,460599,Hyderabad,2012 Maruti Swift Dzire VDI BS IV Manual,10
