,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
533,Manual,1st Owner,Petrol,15478,391599,Gurgaon,2018 Renault Kwid RXT Manual,4
534,Automatic,1st Owner,Petrol,84696,991499,Gurgaon,2017 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic,5
535,Manual,2nd Owner,Petrol,41044,344599,Gurgaon,2014 Hyundai i10 MAGNA 1.1 IRDE2 Manual,8
536,Manual,2nd Owner,Petrol,16641,361499,Gurgaon,2019 Renault Kwid RXL Manual,3
537,Manual,1st Owner,Petrol,19738,354799,Gurgaon,2018 Renault Kwid RXL Manual,4
538,Manual,2nd Owner,Diesel,79779,693499,Gurgaon,2016 Mahindra XUV500 W4 Manual,6
539,Manual,1st Owner,Petrol,60774,298999,Gurgaon,2010 Hyundai i20 MAGNA O 1.2 Manual,12
540,Manual,1st Owner,Petrol,29049,280499,Gurgaon,2012 Hyundai i10 MAGNA 1.2 KAPPA2 Manual,10
541,Manual,1st Owner,Diesel,37503,1408299,Gurgaon,2019 Mahindra XUV500 W9 Manual,3
542,Manual,1st Owner,Petrol,54723,266099,Gurgaon,2011 Maruti Wagon R 1.0 VXI Manual,11
543,Manual,2nd Owner,Petrol,24693,558999,Gurgaon,2019 Maruti Baleno SIGMA 1.2 K12 Manual,3
544,Manual,1st Owner,Diesel,71000,976499,Gurgaon,2019 Hyundai Creta 1.4 S CRDI Manual,3
545,Manual,2nd Owner,Petrol,23733,601299,Gurgaon,2018 Honda Jazz 1.2 SV MT Manual,4
546,Manual,1st Owner,Petrol,85698,438999,Gurgaon,2016 Maruti Baleno SIGMA 1.2 K12 Manual,6
547,Automatic,1st Owner,Petrol,17205,720399,Gurgaon,2018 Honda Amaze 1.2 SAT I VTEC Automatic,4
548,Manual,1st Owner,Petrol,65882,201199,Gurgaon,2009 Hyundai i10 MAGNA 1.2 Manual,13
549,Manual,1st Owner,Petrol,92206,287899,Gurgaon,2015 Hyundai i10 MAGNA 1.1 IRDE2 Manual,7
550,Manual,1st Owner,Petrol,49055,354699,Gurgaon,2013 Maruti Swift LXI Manual,9
551,Manual,1st Owner,Petrol,13357,773299,Gurgaon,2020 Maruti Swift ZXI+ Manual,2
552,Manual,1st Owner,Petrol,30741,474799,Gurgaon,2018 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,4
553,Manual,2nd Owner,Petrol + CNG,127978,810599,Gurgaon,2017 Toyota Corolla Altis J S Manual,5
554,Manual,1st Owner,Diesel,38173,312099,Gurgaon,2013 Hyundai i20 ERA 1.4 CRDI Manual,9
555,Manual,1st Owner,Diesel,130194,283099,Gurgaon,2012 Maruti Swift VDI Manual,10
556,Manual,1st Owner,Petrol,32153,353499,Gurgaon,2017 Renault Kwid RXT Manual,5
557,Automatic,1st Owner,Diesel,29991,1171099,Gurgaon,2013 Audi A4 2.0 TDI S LINE Automatic,9
558,Manual,2nd Owner,Petrol,33484,417299,Gurgaon,2014 Maruti Swift Dzire VXI 1.2 BS IV Manual,8
559,Manual,1st Owner,Petrol,24964,366199,Gurgaon,2017 Renault Kwid RXT Manual,5
560,Manual,2nd Owner,Petrol,31729,312699,Gurgaon,2012 Toyota Etios Liva G SP Manual,10
561,Automatic,1st Owner,Petrol,68344,620799,Gurgaon,2015 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic,7
562,Manual,1st Owner,Petrol,62798,333199,Gurgaon,2014 Maruti Wagon R 1.0 LXI Manual,8
563,Manual,1st Owner,Petrol,41971,260799,Gurgaon,2010 Maruti Wagon R 1.0 LXI Manual,12
564,Manual,1st Owner,Petrol,26236,778999,Gurgaon,2017 Honda City V MT PETROL Manual,5
565,Manual,1st Owner,Petrol,62113,358999,Gurgaon,2015 Maruti Wagon R 1.0 LXI Manual,7
566,Manual,1st Owner,Diesel,21929,1220099,Gurgaon,2019 Hyundai Creta 1.6 SX CRDI Manual,3
567,Automatic,1st Owner,Petrol,29226,706199,Gurgaon,2018 Honda Amaze 1.2 SAT I VTEC Automatic,4
568,Automatic,1st Owner,Petrol,25238,392099,Gurgaon,2015 Maruti Celerio VXI AMT Automatic,7
569,Manual,1st Owner,Petrol,38429,407599,Gurgaon,2016 Maruti Swift LXI OPT Manual,6
570,Manual,1st Owner,Diesel,156356,408299,Gurgaon,2014 Ford Ecosport 1.5 TITANIUMTDCI OPT Manual,8
571,Manual,1st Owner,Petrol,39207,347099,Gurgaon,2018 Renault Kwid RXT Manual,4
572,Manual,1st Owner,Diesel,25596,1573999,Gurgaon,2020 Mahindra Scorpio S9 Manual,2
573,Automatic,1st Owner,Diesel,18191,1065499,Gurgaon,2020 Maruti Vitara Brezza ZDI + AMT Automatic,2
574,Manual,1st Owner,Diesel,65694,824999,Gurgaon,2018 Hyundai Creta 1.4 E PLUS CRDI Manual,4
575,Manual,1st Owner,Petrol,38202,482299,Gurgaon,2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual,5
576,Manual,1st Owner,Petrol,23859,693299,Gurgaon,2018 Honda Amaze 1.2 VXMT I VTEC Manual,4
577,Automatic,1st Owner,Petrol,3120,1802499,Gurgaon,2021 Mahindra Thar LX  4WD AT CONVERTIBLE Automatic,1
578,Manual,1st Owner,Petrol + CNG,33636,511899,Gurgaon,2019 Maruti Celerio VXI Manual,3
579,Manual,1st Owner,Diesel,113385,430199,Gurgaon,2013 Maruti Ertiga VDI ABS Manual,9
580,Automatic,1st Owner,Petrol,21261,431399,Gurgaon,2016 Maruti Wagon R 1.0 VXI AMT Automatic,6
581,Manual,2nd Owner,Petrol,89100,439499,Gurgaon,2014 Maruti Swift Dzire ZXI 1.2 BS IV Manual,8
582,Manual,1st Owner,Petrol,41575,320799,Gurgaon,2018 Maruti Alto 800 LXI Manual,4
